Service Id,Multi-Tenancy model,Automated Provisioning,Single Sign On,Subscription Based Billing,High Availability,Elastic Infrastructure,Data Security,Application Security,Rate Limiting/QoS,Audit,Security,Scalability,Ease Of Use,Latency,Score
Service_ID : 7528,402,Low,Yes,Medium,High,Strongly Agree,Low,Low,95,Low,Low,High,Agree,Very Low,78.125
Service_ID : 7529,406,Medium,Yes,Medium,Medium,Strongly Disagree,Medium,Low,12,Medium,Low,Low,Disagree,High,37.5
Service_ID : 7530,930,Medium,No,Medium,Medium,Strongly Agree,Medium,High,8,Low,High,Low,Neutral,Medium,65.625
Service_ID : 7531,632,Medium,Yes,High,Medium,Strongly Disagree,Low,Medium,60,Medium,Low,High,Agree,Low,71.875
Service_ID : 7532,600,Low,No,Low,High,Strongly Disagree,High,Low,73,High,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 7533,800,Low,No,High,Low,Agree,Low,Low,37,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7534,712,Medium,No,Low,Low,Strongly Disagree,Medium,High,90,High,High,High,Strongly Disagree,Very High,50.0
Service_ID : 7535,656,Low,Yes,High,Medium,Agree,Low,High,32,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 7536,220,Low,No,Medium,Low,Disagree,Medium,High,10,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7537,557,High,Yes,Medium,Low,Strongly Agree,Medium,High,58,High,High,Medium,Strongly Agree,Low,89.0625
Service_ID : 7538,291,High,No,High,High,Agree,Medium,High,33,Medium,High,Low,Agree,Low,78.125
Service_ID : 7539,670,Low,No,High,Medium,Strongly Agree,Low,Medium,18,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 7540,762,Low,Yes,Medium,Medium,Strongly Agree,Medium,Medium,68,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 7541,236,Low,No,Medium,Medium,Disagree,Low,High,84,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7542,806,High,Yes,Medium,Low,Strongly Agree,Low,High,36,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 7543,642,Low,No,Low,Medium,Strongly Agree,High,Low,100,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7544,988,High,No,Low,High,Disagree,Low,Medium,87,High,Low,High,Neutral,Medium,59.375
Service_ID : 7545,348,Medium,No,Low,High,Strongly Agree,Low,High,60,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 7546,902,High,No,Low,Medium,Strongly Disagree,Medium,Medium,56,Medium,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 7547,950,Medium,Yes,Low,Medium,Disagree,Low,Low,23,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 7548,55,High,Yes,Medium,Low,Strongly Disagree,Medium,Low,1,Low,Low,Low,Disagree,High,37.5
Service_ID : 7549,952,Medium,Yes,Low,High,Disagree,Medium,High,58,High,High,High,Agree,Low,87.5
Service_ID : 7550,602,Medium,No,Low,Low,Neutral,High,Low,71,Medium,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7551,325,Low,No,Low,Medium,Agree,Low,Low,6,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7552,194,High,No,High,High,Strongly Agree,High,High,64,Low,High,Low,Agree,Low,78.125
Service_ID : 7553,886,Medium,No,Medium,High,Neutral,High,High,52,Medium,High,High,Agree,Medium,81.25
Service_ID : 7554,395,Medium,Yes,High,Medium,Neutral,High,Low,98,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7555,825,Medium,No,High,Medium,Agree,High,Low,95,Low,Low,High,Neutral,Low,65.625
Service_ID : 7556,566,Medium,No,Low,Low,Disagree,Low,High,78,High,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 7557,7,Medium,No,Medium,Low,Strongly Agree,High,High,55,High,High,Low,Neutral,Medium,65.625
Service_ID : 7558,249,High,Yes,Medium,Low,Disagree,Low,High,40,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7559,556,Medium,Yes,Medium,High,Neutral,High,Low,32,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 7560,810,Low,Yes,Low,Low,Strongly Disagree,Medium,High,2,Low,High,Low,Disagree,High,53.125
Service_ID : 7561,323,Medium,Yes,Medium,Low,Strongly Agree,Low,Medium,33,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7562,478,Medium,Yes,Medium,High,Strongly Disagree,Low,High,52,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 7563,504,Medium,No,High,Low,Agree,High,Medium,50,High,High,Medium,Agree,Medium,76.5625
Service_ID : 7564,492,Low,Yes,Medium,High,Strongly Disagree,Low,Low,36,High,Low,Medium,Disagree,High,42.1875
Service_ID : 7565,120,High,Yes,Low,Medium,Neutral,Medium,Low,73,Low,Low,Low,Disagree,Low,50.0
Service_ID : 7566,234,Low,No,Low,High,Neutral,Low,Low,35,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7567,149,Low,No,High,High,Strongly Disagree,Low,Low,19,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7568,340,Low,Yes,Medium,Medium,Strongly Disagree,High,Low,13,Medium,Low,Low,Disagree,High,37.5
Service_ID : 7569,323,High,Yes,High,High,Neutral,Medium,Low,39,High,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 7570,282,Medium,No,Low,High,Strongly Disagree,High,Medium,64,High,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 7571,742,Medium,Yes,Medium,Medium,Strongly Agree,Low,High,52,High,Low,High,Strongly Agree,Low,78.125
Service_ID : 7572,977,Low,No,Low,High,Strongly Disagree,Low,Low,46,Medium,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 7573,251,High,Yes,Low,Low,Neutral,High,Low,34,Medium,Low,Low,Disagree,High,37.5
Service_ID : 7574,476,Low,Yes,Low,Medium,Disagree,Low,High,62,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 7575,520,High,No,High,Medium,Disagree,Low,Medium,84,High,Low,High,Agree,Low,71.875
Service_ID : 7576,580,High,No,Medium,High,Agree,High,Medium,79,High,High,High,Agree,Low,87.5
Service_ID : 7577,868,High,Yes,High,Medium,Neutral,Medium,High,10,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 7578,643,High,Yes,Medium,Medium,Strongly Agree,Low,Medium,73,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7579,904,Low,No,Low,High,Strongly Agree,High,High,14,High,High,Low,Neutral,Very High,53.125
Service_ID : 7580,78,High,No,High,Medium,Strongly Agree,Low,Medium,55,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7581,246,High,No,Medium,Low,Strongly Disagree,High,High,47,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7582,631,High,Yes,Low,Medium,Disagree,Low,High,20,Low,Low,Low,Disagree,High,37.5
Service_ID : 7583,358,Low,Yes,Medium,High,Strongly Agree,High,Low,88,High,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 7584,284,High,Yes,High,Medium,Strongly Disagree,Low,Low,44,High,Low,Low,Agree,Low,62.5
Service_ID : 7585,706,Low,No,Low,Medium,Disagree,Medium,Medium,100,High,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 7586,594,Medium,Yes,Low,Medium,Strongly Disagree,Medium,Medium,83,Medium,Medium,High,Disagree,Low,67.1875
Service_ID : 7587,191,Low,Yes,Medium,Low,Disagree,Medium,High,40,Medium,High,Low,Disagree,High,53.125
Service_ID : 7588,414,High,Yes,Medium,Low,Strongly Disagree,High,High,39,Medium,High,Medium,Disagree,High,57.8125
Service_ID : 7589,963,Low,No,High,High,Disagree,Medium,Low,6,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7590,765,Medium,No,Low,Medium,Disagree,Medium,Low,82,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7591,123,Low,No,High,High,Neutral,Low,High,96,Low,Low,Low,Neutral,Low,56.25
Service_ID : 7592,35,High,No,Medium,High,Agree,Medium,Medium,40,High,Medium,Low,Agree,Low,70.3125
Service_ID : 7593,456,Low,Yes,High,High,Neutral,Low,High,20,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7594,215,Medium,Yes,High,Medium,Strongly Disagree,Medium,Medium,61,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 7595,244,High,Yes,Medium,Medium,Disagree,Low,High,75,High,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 7596,205,Low,Yes,Low,High,Strongly Agree,Medium,Low,25,Low,Low,Low,Disagree,Low,50.0
Service_ID : 7597,419,Low,No,Low,High,Strongly Agree,Low,Medium,57,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 7598,871,Low,Yes,Low,Low,Disagree,High,High,2,High,High,Low,Disagree,High,53.125
Service_ID : 7599,755,High,No,High,Medium,Agree,Medium,High,51,High,High,High,Agree,Low,87.5
Service_ID : 7600,102,Medium,No,Medium,High,Neutral,High,High,78,High,High,Low,Agree,Low,78.125
Service_ID : 7601,911,Medium,Yes,Low,High,Agree,High,Medium,67,Medium,High,High,Agree,Low,87.5
Service_ID : 7602,81,Low,No,Medium,Low,Disagree,Medium,Low,90,High,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 7603,921,High,Yes,Low,High,Neutral,High,High,16,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 7604,682,Medium,No,High,Low,Strongly Disagree,High,Medium,60,High,High,High,Strongly Disagree,Medium,62.5
Service_ID : 7605,615,Low,No,Low,High,Neutral,Medium,High,31,High,High,Medium,Neutral,Very High,57.8125
Service_ID : 7606,495,Medium,Yes,Low,High,Strongly Disagree,Medium,Low,43,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 7607,182,Medium,No,High,High,Neutral,High,Medium,98,Low,High,Medium,Neutral,Low,76.5625
Service_ID : 7608,510,High,No,Low,Low,Neutral,Low,Low,4,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7609,335,Medium,No,Medium,High,Strongly Agree,Medium,Low,70,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 7610,29,Medium,Yes,Medium,High,Strongly Disagree,Medium,Medium,32,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 7611,929,High,No,Low,High,Agree,Medium,High,42,Low,High,High,Neutral,Medium,75.0
Service_ID : 7612,192,Low,No,Low,Low,Neutral,Medium,Low,42,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7613,662,Medium,No,Medium,Low,Strongly Agree,Medium,Low,7,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7614,284,Medium,No,Low,Medium,Disagree,High,High,4,High,High,Low,Neutral,Very High,53.125
Service_ID : 7615,860,Low,No,Low,High,Strongly Disagree,Low,High,71,Low,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 7616,51,Medium,Yes,Low,Medium,Agree,High,Medium,1,High,High,Low,Agree,High,65.625
Service_ID : 7617,174,High,Yes,Medium,Low,Agree,Low,Low,42,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7618,285,Medium,Yes,Low,Low,Strongly Disagree,High,High,65,Medium,High,Medium,Disagree,High,57.8125
Service_ID : 7619,213,Medium,No,High,Low,Agree,Medium,Low,90,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 7620,124,High,Yes,High,Low,Disagree,Low,Low,79,Low,Low,Low,Disagree,Low,50.0
Service_ID : 7621,703,Medium,Yes,High,Medium,Disagree,Low,High,86,Medium,Low,High,Agree,Low,71.875
Service_ID : 7622,613,Low,Yes,Medium,Low,Strongly Agree,High,Medium,72,Medium,High,High,Disagree,Low,75.0
Service_ID : 7623,516,High,No,Low,Low,Agree,Medium,Medium,75,Medium,Medium,High,Neutral,Medium,67.1875
Service_ID : 7624,652,High,Yes,High,High,Strongly Disagree,High,Low,68,High,Low,High,Strongly Agree,Low,78.125
Service_ID : 7625,464,Low,Yes,Low,Low,Strongly Agree,Low,High,35,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 7626,876,Medium,Yes,Low,High,Strongly Agree,Low,Low,79,Medium,Low,High,Agree,Low,71.875
Service_ID : 7627,820,High,Yes,Medium,High,Strongly Disagree,High,High,66,Low,High,High,Disagree,Low,75.0
Service_ID : 7628,377,High,No,Medium,Medium,Strongly Agree,Medium,Low,24,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 7629,792,High,Yes,Low,Medium,Strongly Disagree,Medium,High,81,Low,High,High,Disagree,Low,75.0
Service_ID : 7630,436,Low,Yes,Medium,High,Disagree,Low,High,36,High,Low,Low,Agree,Low,62.5
Service_ID : 7631,750,High,No,Low,Medium,Disagree,High,Medium,54,Medium,High,High,Neutral,Medium,75.0
Service_ID : 7632,70,Medium,No,High,Low,Strongly Disagree,High,High,83,High,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 7633,449,High,Yes,High,Low,Disagree,Low,High,49,High,Low,Medium,Agree,Low,67.1875
Service_ID : 7634,137,High,No,High,Medium,Strongly Disagree,Medium,Low,73,High,Low,Low,Neutral,Medium,50.0
Service_ID : 7635,83,High,Yes,Medium,Low,Disagree,Low,High,33,High,Low,Low,Agree,Low,62.5
Service_ID : 7636,95,Low,No,High,High,Neutral,Medium,High,24,Low,High,Low,Neutral,Medium,65.625
Service_ID : 7637,202,High,No,Medium,Low,Neutral,Medium,Medium,77,Low,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 7638,807,High,No,Low,Medium,Strongly Agree,High,Medium,57,Medium,High,High,Neutral,Medium,75.0
Service_ID : 7639,99,Low,Yes,High,High,Strongly Disagree,Medium,Medium,67,Medium,Medium,Low,Disagree,Low,57.8125
Service_ID : 7640,936,Medium,Yes,Medium,Low,Agree,Low,Low,48,Low,Low,High,Disagree,Low,59.375
Service_ID : 7641,600,High,No,Medium,High,Strongly Disagree,Medium,Low,44,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7642,585,Medium,No,Low,Low,Agree,Low,Low,10,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7643,503,Medium,No,High,Low,Strongly Disagree,Medium,High,7,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7644,829,Low,No,High,Medium,Strongly Disagree,High,High,82,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 7645,591,High,Yes,Low,Medium,Agree,Low,High,50,High,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 7646,790,Low,No,Low,Medium,Disagree,High,Medium,3,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7647,310,Low,Yes,High,Low,Strongly Agree,Medium,High,38,High,High,Low,Agree,Low,78.125
Service_ID : 7648,912,Medium,Yes,Low,High,Agree,Medium,High,37,High,High,Medium,Strongly Agree,Low,89.0625
Service_ID : 7649,100,Low,No,High,High,Strongly Agree,Medium,Low,11,High,Low,Low,Agree,Medium,56.25
Service_ID : 7650,932,Low,No,Low,Low,Neutral,Medium,High,37,High,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 7651,220,Medium,Yes,High,High,Disagree,High,Medium,42,Low,High,Low,Agree,Low,78.125
Service_ID : 7652,960,Medium,Yes,Low,High,Disagree,Low,Low,79,Low,Low,High,Disagree,Low,59.375
Service_ID : 7653,753,Medium,No,Medium,Low,Strongly Disagree,Medium,Low,69,Low,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 7654,440,Low,No,High,High,Strongly Disagree,High,Medium,11,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7655,22,High,Yes,Medium,High,Agree,Medium,Medium,56,Low,Medium,Low,Strongly Agree,Very Low,82.8125
Service_ID : 7656,693,Medium,No,High,Medium,Disagree,High,Medium,19,Low,High,Low,Neutral,Medium,65.625
Service_ID : 7657,805,Low,No,High,Medium,Disagree,High,High,53,High,High,High,Neutral,Medium,75.0
Service_ID : 7658,531,Medium,No,Medium,High,Disagree,High,Medium,22,High,High,Low,Agree,Medium,71.875
Service_ID : 7659,749,Medium,Yes,High,High,Strongly Agree,Low,Medium,77,Low,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7660,63,High,No,Medium,Low,Disagree,Low,Medium,21,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7661,761,Medium,Yes,Medium,High,Strongly Agree,High,High,49,High,High,High,Strongly Agree,Very Low,100.0
Service_ID : 7662,510,Medium,No,Low,High,Agree,High,Medium,18,Low,High,Low,Neutral,Medium,65.625
Service_ID : 7663,108,Low,Yes,Medium,Medium,Agree,Low,Low,2,Medium,Low,Low,Agree,High,50.0
Service_ID : 7664,212,Low,No,Medium,High,Neutral,Low,Low,31,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 7665,640,Low,No,High,High,Strongly Disagree,Medium,Low,1,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7666,710,High,No,Low,Medium,Agree,Medium,High,98,Low,High,High,Neutral,Medium,75.0
Service_ID : 7667,225,Low,No,High,Low,Strongly Agree,Medium,Medium,60,High,Medium,Low,Neutral,Medium,57.8125
Service_ID : 7668,372,Low,No,High,Low,Neutral,High,Low,95,Medium,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 7669,888,Medium,Yes,High,Medium,Agree,Medium,Low,13,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7670,933,Low,Yes,High,Low,Neutral,Medium,Medium,10,Medium,Medium,Low,Disagree,High,45.3125
Service_ID : 7671,101,Low,No,Low,High,Neutral,High,Medium,86,High,High,Low,Neutral,Medium,65.625
Service_ID : 7672,794,Medium,Yes,Low,High,Agree,Low,Medium,58,Medium,Low,High,Agree,Low,71.875
Service_ID : 7673,8,Medium,Yes,High,Low,Agree,Low,Medium,25,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7674,540,High,Yes,Low,Medium,Agree,High,Low,18,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7675,258,Low,No,Low,Medium,Disagree,Low,High,49,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7676,925,Low,No,Medium,Medium,Strongly Agree,High,High,28,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 7677,926,Low,No,High,Low,Strongly Disagree,High,Low,26,High,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 7678,86,Medium,No,Low,Low,Disagree,High,Medium,69,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7679,816,High,Yes,High,Low,Strongly Agree,Medium,Low,4,Medium,Low,Low,Strongly Agree,High,56.25
Service_ID : 7680,143,High,Yes,High,Medium,Agree,Medium,Medium,65,Medium,Medium,Low,Strongly Agree,Very Low,82.8125
Service_ID : 7681,88,High,Yes,High,High,Agree,Medium,Low,61,Low,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 7682,746,Medium,No,Medium,High,Strongly Agree,Low,Low,46,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 7683,548,Low,No,Low,Low,Neutral,High,Medium,84,High,High,High,Strongly Disagree,Very High,50.0
Service_ID : 7684,929,Medium,No,High,Low,Strongly Disagree,Medium,Medium,37,Low,Medium,Medium,Strongly Disagree,Very High,37.5
Service_ID : 7685,12,High,No,Low,Low,Disagree,Medium,High,67,High,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 7686,417,Low,No,Low,High,Strongly Agree,Low,Low,24,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 7687,741,High,Yes,Low,Medium,Strongly Disagree,High,Low,6,High,Low,Low,Disagree,High,37.5
Service_ID : 7688,332,Medium,No,High,High,Neutral,Medium,Medium,69,High,Medium,Medium,Agree,Low,75.0
Service_ID : 7689,381,High,No,Medium,Medium,Neutral,Medium,Medium,97,High,Medium,High,Agree,Low,79.6875
Service_ID : 7690,127,Medium,No,High,Medium,Strongly Disagree,Low,Low,1,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 7691,886,High,Yes,Medium,High,Neutral,Low,High,47,Medium,Low,High,Strongly Agree,Low,78.125
Service_ID : 7692,778,Medium,Yes,Medium,Medium,Agree,Medium,High,57,Low,High,High,Agree,Low,87.5
Service_ID : 7693,511,Medium,No,Low,High,Neutral,Medium,Medium,84,High,Medium,High,Neutral,Medium,67.1875
Service_ID : 7694,237,Medium,No,Medium,Medium,Disagree,Low,Medium,85,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7695,58,High,Yes,High,Medium,Strongly Disagree,Medium,Medium,46,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 7696,721,Low,No,Low,High,Strongly Agree,Medium,Medium,28,Low,Medium,Medium,Strongly Disagree,Medium,50.0
Service_ID : 7697,419,High,Yes,High,Medium,Agree,High,High,87,Low,High,High,Strongly Agree,Very Low,100.0
Service_ID : 7698,218,Medium,Yes,Low,High,Disagree,Low,High,11,High,Low,Low,Agree,High,50.0
Service_ID : 7699,686,Medium,Yes,Low,Medium,Strongly Agree,Low,Medium,48,High,Low,Medium,Agree,Low,67.1875
Service_ID : 7700,556,Low,No,Medium,High,Disagree,Medium,Medium,6,Medium,Medium,Low,Neutral,Very High,45.3125
Service_ID : 7701,3,Low,Yes,High,High,Strongly Disagree,Medium,Low,3,Low,Low,Low,Disagree,High,37.5
Service_ID : 7702,452,Low,Yes,Low,Low,Strongly Disagree,Medium,High,63,Medium,High,Medium,Disagree,High,57.8125
Service_ID : 7703,192,High,Yes,Low,Medium,Agree,High,High,19,Medium,High,Low,Agree,Low,78.125
Service_ID : 7704,383,Medium,Yes,Medium,Low,Disagree,Low,Medium,15,Low,Low,Low,Disagree,High,37.5
Service_ID : 7705,721,High,No,High,Low,Agree,Medium,Medium,26,High,Medium,Medium,Agree,Medium,68.75
Service_ID : 7706,755,Medium,No,Low,Medium,Neutral,Low,High,15,High,Low,Low,Neutral,Very High,37.5
Service_ID : 7707,943,High,No,Low,Medium,Strongly Disagree,Low,Medium,14,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 7708,911,Low,No,Low,High,Disagree,Low,Medium,88,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 7709,132,Low,Yes,Medium,High,Agree,High,High,54,Low,High,Low,Agree,Low,78.125
Service_ID : 7710,316,Low,No,High,Medium,Agree,Medium,High,75,Medium,High,Medium,Neutral,Medium,70.3125
Service_ID : 7711,580,Medium,Yes,High,High,Strongly Agree,Low,High,93,High,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7712,621,Medium,Yes,Low,High,Strongly Disagree,High,Low,99,Medium,Low,High,Disagree,Low,59.375
Service_ID : 7713,641,High,No,Medium,Low,Agree,High,Medium,77,High,High,High,Agree,Medium,81.25
Service_ID : 7714,299,Low,Yes,Medium,Low,Neutral,High,Low,24,High,Low,Low,Disagree,High,37.5
Service_ID : 7715,176,Medium,No,Low,Medium,Agree,High,Medium,11,High,High,Low,Neutral,Very High,53.125
Service_ID : 7716,325,High,No,High,Medium,Agree,High,Medium,24,Medium,High,Low,Agree,Medium,71.875
Service_ID : 7717,805,Medium,No,Low,Low,Disagree,High,High,72,Medium,High,High,Strongly Disagree,Very High,50.0
Service_ID : 7718,976,Low,No,Medium,High,Strongly Agree,Low,High,62,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 7719,25,High,Yes,High,Low,Strongly Disagree,Medium,Medium,4,High,Medium,Low,Agree,High,57.8125
Service_ID : 7720,965,Low,No,Medium,Medium,Agree,Low,Low,76,High,Low,High,Neutral,Medium,59.375
Service_ID : 7721,865,Medium,Yes,High,High,Disagree,Low,High,27,Medium,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 7722,651,Medium,Yes,High,High,Strongly Disagree,High,High,83,High,High,High,Agree,Low,87.5
Service_ID : 7723,157,High,Yes,Medium,High,Strongly Agree,Low,High,2,Low,Low,Low,Strongly Agree,High,56.25
Service_ID : 7724,748,Low,No,Low,Medium,Strongly Agree,Low,Low,49,High,Low,High,Neutral,Medium,59.375
Service_ID : 7725,640,Medium,No,Medium,High,Strongly Disagree,High,Medium,12,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 7726,874,Medium,No,Low,Medium,Agree,Medium,High,11,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 7727,213,High,No,Low,Low,Strongly Disagree,High,Medium,4,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 7728,650,Medium,Yes,High,Low,Agree,Low,High,40,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 7729,44,Low,No,Medium,Low,Agree,Low,High,51,Medium,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 7730,114,Medium,Yes,Medium,High,Strongly Disagree,Low,Medium,57,Medium,Low,Low,Agree,Low,62.5
Service_ID : 7731,396,High,Yes,Medium,High,Disagree,Low,Medium,99,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7732,370,High,Yes,High,Low,Neutral,High,Medium,35,Low,High,Low,Agree,Low,78.125
Service_ID : 7733,683,High,Yes,High,High,Strongly Agree,Low,Low,65,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 7734,306,High,Yes,High,Medium,Strongly Disagree,Medium,Low,55,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 7735,378,Medium,No,High,Medium,Strongly Disagree,High,High,59,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 7736,782,High,Yes,Low,High,Disagree,Medium,High,95,Medium,High,High,Agree,Low,87.5
Service_ID : 7737,621,Low,Yes,Low,Low,Disagree,Low,Low,89,Medium,Low,High,Disagree,High,46.875
Service_ID : 7738,771,Low,No,High,Low,Strongly Disagree,High,High,47,Medium,High,High,Strongly Disagree,Very High,50.0
Service_ID : 7739,378,Low,Yes,High,Medium,Agree,Medium,High,42,Low,High,Low,Agree,Low,78.125
Service_ID : 7740,599,Low,Yes,Low,Low,Strongly Agree,Low,High,8,Medium,Low,Low,Disagree,High,37.5
Service_ID : 7741,491,Medium,Yes,Medium,Medium,Agree,High,High,40,Medium,High,Medium,Strongly Agree,Low,89.0625
Service_ID : 7742,310,Low,No,Medium,Low,Neutral,Medium,Medium,18,Medium,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 7743,60,High,Yes,Medium,Low,Agree,High,Medium,58,Low,High,Low,Agree,Low,78.125
Service_ID : 7744,208,High,Yes,High,Medium,Strongly Disagree,Medium,Medium,12,Low,Medium,Low,Disagree,High,45.3125
Service_ID : 7745,155,High,Yes,Low,High,Disagree,High,High,56,Medium,High,Low,Agree,Low,78.125
Service_ID : 7746,537,High,Yes,High,Low,Disagree,Medium,Medium,83,Low,Medium,High,Disagree,Low,67.1875
Service_ID : 7747,562,Low,Yes,High,Low,Strongly Disagree,Low,High,8,Low,Low,Low,Disagree,High,37.5
Service_ID : 7748,872,Low,Yes,Low,Low,Strongly Agree,Medium,High,81,High,High,High,Disagree,Low,75.0
Service_ID : 7749,602,Low,No,High,Medium,Strongly Agree,High,Low,38,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 7750,481,Medium,Yes,High,Medium,Agree,High,Low,20,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 7751,354,Medium,No,High,Low,Agree,Medium,High,39,High,High,Low,Agree,Medium,71.875
Service_ID : 7752,558,Medium,No,Low,Medium,Disagree,High,High,45,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 7753,587,Medium,Yes,Medium,High,Strongly Agree,Low,Low,5,High,Low,Low,Strongly Agree,High,56.25
Service_ID : 7754,733,High,No,High,Medium,Disagree,Medium,Low,92,Medium,Low,High,Agree,Low,71.875
Service_ID : 7755,67,High,Yes,Low,Low,Strongly Disagree,High,High,78,High,High,Low,Disagree,High,53.125
Service_ID : 7756,177,High,Yes,Medium,High,Agree,Medium,High,75,High,High,Low,Strongly Agree,Very Low,90.625
